doc_id,batch_id,file_name,title,year,authors_or_orgs,publishing_org_id,publisher,document_type,source_url,doi,apa_reference,in_text_citation,bibliography_status,notes,candidate_status,candidate_confidence,candidate_source_url,candidate_pdf_url,candidate_uploaded_pdf_match,candidate_apa_reference,candidate_notes,manual_review_next_step,previous_doc_id,apa_source_url_used,apa_source_basis,apa_completion_status
DOC-078,Batch 09,TAD-CA(2020)3-FINAL.en.pdf,OECD-FAO Guidance for Responsible Agricultural Supply Chains,2020.0,"Organisation for Economic Co-operation and Development (OECD), UN Food and Agriculture Organization (FAO)",ORG-041; ORG-059,,PDF,https://one.oecd.org/document/TAD/CA(2020)3/FINAL/en/pdf,,Organisation for Economic Co-operation and Development & Food and Agriculture Organization of the United Nations. (2020). OECD-FAO Guidance for Responsible Agricultural Supply Chains. https://one.oecd.org/document/TAD/CA(2020)3/FINAL/en/pdf,"(Organisation for Economic Co-operation and Development, 2020)",Verified,One-to-one rerun: cleared previous candidate 'AFi Operational Guidance - Supply Chain Management (2020-05).pdf' because it was assigned to DOC-032 as the more likely match.,,,,,,,,,DOC-049,https://one.oecd.org/document/TAD/CA(2020)3/FINAL/en/pdf,source_url,APA complete - public source URL
DOC-080,Batch 03,P4F-Learning-About-Cocoa-Landscape-Approaches-Online.pdf,P4F Learning About Cocoa Landscape Approaches Online,,Partnerships for Forests,ORG-043,,PDF,https://partnershipsforforests.com/wp-content/uploads/2020/12/Learning-About-Cocoa-Landscape-Approaches-Online.pdf,,Partnerships for Forests. (n.d.). P4F Learning About Cocoa Landscape Approaches Online. https://partnershipsforforests.com/wp-content/uploads/2020/12/Learning-About-Cocoa-Landscape-Approaches-Online.pdf,"(Partnerships for Forests, n.d.)",Verified,,,,,,,,,,,https://partnershipsforforests.com/wp-content/uploads/2020/12/Learning-About-Cocoa-Landscape-Approaches-Online.pdf,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-081,Converted Sources,DOC-050_Preferred_by_Nature_Risk_Assessment_Methodology_2017.pdf,Preferred by Nature Risk Assessment Methodology (converted to PDF from Website),2017.0,Preferred by Nature,ORG-044,,PDF - converted source,https://sourcinghub.preferredbynature.org/RiskAssessmentmethodology,,Preferred by Nature. (2017). Preferred by Nature Risk Assessment Methodology (converted to PDF from Website). https://sourcinghub.preferredbynature.org/RiskAssessmentmethodology,"(Preferred by Nature, 2017)",Verified - user supplied converted source file,One-to-one rerun: cleared previous candidate '2024_Forest_500_FI_Assessment_Methodology.pdf' because it was assigned to DOC-025 as the more likely match. | User supplied converted source file on 2026-05-13: DOC-050_Preferred_by_Nature_Risk_Assessment_Methodology_2017.pdf. Attach as retained PDF-backed record for consistent protocol handling.,user_supplied_converted_source_file,User verified,https://sourcinghub.preferredbynature.org/RiskAssessmentmethodology,,DOC-050_Preferred_by_Nature_Risk_Assessment_Methodology_2017.pdf,Preferred by Nature. (2017–2025). Risk Assessment Methodology.,Resolved by user-supplied converted PDF capture of the cited webpage/resource.,Retain in active corpus; no web/PDF matching required.,DOC-050,https://sourcinghub.preferredbynature.org/RiskAssessmentmethodology,source_url,APA complete - public source URL
DOC-082,Batch 08,Satelligence FLRI whitepaper.pdf,Due Diligence Toolkit,2025.0,Preferred by Nature,ORG-044,,PDF,https://www.preferredbynature.org/preferred-by-nature-due-diligence-toolkit,,Preferred by Nature. (2025). Due Diligence Toolkit. https://www.preferredbynature.org/preferred-by-nature-due-diligence-toolkit,"(Preferred by Nature, 2025)",Verified,Reconciliation: Medium fuzzy score=0.49; title_score=0.254. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-052,https://www.preferredbynature.org/preferred-by-nature-due-diligence-toolkit,source_url,APA complete - public source URL
DOC-083,Batch 08,DD-07+Supply+Chain+Mapping+Guide+v1.1.pdf,DD 07 Supply Chain Mapping Guide v1.1,,Preferred By Nature,ORG-044,,PDF,https://www.preferredbynature.org/library,,Preferred by Nature. (n.d.). DD 07 Supply Chain Mapping Guide v1.1. https://www.preferredbynature.org/library,"(Preferred by Nature, n.d.)",Verified,,,,,,,,,,,https://www.preferredbynature.org/library,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-084,Batch 08,DD-10+Supply+Chain+Risk+Analysis+Guide+v1.pdf,DD 10 Supply Chain Risk Analysis Guide v1,,Preferred By Nature,ORG-044,,PDF,https://www.preferredbynature.org/library,,Preferred by Nature. (n.d.). DD 10 Supply Chain Risk Analysis Guide v1. https://www.preferredbynature.org/library,"(Preferred by Nature, n.d.)",Verified,,,,,,,,,,,https://www.preferredbynature.org/library,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-085,Batch 08,DD-14+Deforestation+Risk+Assessment+Guide.pdf,DD 14 Deforestation Risk Assessment Guide,,Preferred By Nature,ORG-044,,PDF,https://www.preferredbynature.org/library,,Preferred by Nature. (n.d.). DD 14 Deforestation Risk Assessment Guide. https://www.preferredbynature.org/library,"(Preferred by Nature, n.d.)",Verified,,,,,,,,,,,https://www.preferredbynature.org/library,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-086,Batch 08,DD-16+Digital+Tools+for+Responsible+Sourc.pdf,DD 16 Digital Tools for Responsible Sourc,,Preferred By Nature,ORG-044,,PDF,https://www.preferredbynature.org/library,,Preferred by Nature. (n.d.). DD 16 Digital Tools for Responsible Sourc. https://www.preferredbynature.org/library,"(Preferred by Nature, n.d.)",Verified,,,,,,,,,,,https://www.preferredbynature.org/library,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-087,Batch 09,6187e246c438f3973bf4a4cc_BN01_English_ImplementationPlan_V1.1_25Aug.pdf,"Assessing and planning the implementation of soy sourcing commitments (Soy Toolkit Briefing Note 01, Version 1.1)",2019.0,Proforest,ORG-045,,PDF,https://assets-global.website-files.com/6162e71977132b31cd3ed4f1/6187e246c438f3973bf4a4cc_BN01_English_ImplementationPlan_V1.1_25Aug.pdf,,"Proforest. (2019). Assessing and planning the implementation of soy sourcing commitments (Soy Toolkit Briefing Note 01, Version 1.1). https://assets-global.website-files.com/6162e71977132b31cd3ed4f1/6187e246c438f3973bf4a4cc_BN01_English_ImplementationPlan_V1.1_25Aug.pdf","(Proforest, 2019)",Matched to uploaded PDF (unique),Reconciliation: High URL filename score=1.0; title_score=0.416. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-054,https://assets-global.website-files.com/6162e71977132b31cd3ed4f1/6187e246c438f3973bf4a4cc_BN01_English_ImplementationPlan_V1.1_25Aug.pdf,source_url,APA complete - public source URL
DOC-088,Batch 08,DDD_Reference_cocoa_2022.pdf,EU Regulation on Deforestation-Free Products: Reference Document for Cocoa Producers and Importers,2022.0,Proforest,ORG-045,,PDF,https://www.proforest.net/fileadmin/uploads/proforest/DDD_Reference_cocoa_2022.pdf,,Proforest. (2022). EU Regulation on Deforestation-Free Products: Reference Document for Cocoa Producers and Importers. https://www.proforest.net/fileadmin/uploads/proforest/DDD_Reference_cocoa_2022.pdf,"(Proforest, 2022)",Matched to uploaded PDF (unique),Reconciliation: High URL filename score=1.0; title_score=0.74. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-056,https://www.proforest.net/fileadmin/uploads/proforest/DDD_Reference_cocoa_2022.pdf,source_url,APA complete - public source URL
DOC-089,Batch 09,PF_DCFMethodology_Nov2022.pdf,Verified Deforestation and Conversion Free (V-DCF): Generic methodology and approach (Version 2.0),2022.0,Proforest,ORG-045,,PDF,https://www.proforest.net/fileadmin/uploads/proforest/Photos/Publications/PF_DCFMethodology_Nov2022.pdf,,Proforest. (2022). Verified Deforestation and Conversion Free (V-DCF): Generic methodology and approach (Version 2.0). https://www.proforest.net/fileadmin/uploads/proforest/Photos/Publications/PF_DCFMethodology_Nov2022.pdf,"(Proforest, 2022)",Matched to uploaded PDF (unique),Reconciliation: High URL filename score=1.0; title_score=0.694. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-057,https://www.proforest.net/fileadmin/uploads/proforest/Photos/Publications/PF_DCFMethodology_Nov2022.pdf,source_url,APA complete - public source URL
DOC-091,Batch 05,English-piloto_EUDR_Proforest_en_26_03_RF.pdf,English piloto EUDR Proforest en 26 03 RF,,Proforest,ORG-045,,PDF,https://www.proforest.net/knowledge-and-resources/publications/,,Proforest. (n.d.). English piloto EUDR Proforest en 26 03 RF. https://www.proforest.net/knowledge-and-resources/publications/,"(Proforest, n.d.)",Verified,,,,,,,,,,,https://www.proforest.net/knowledge-and-resources/publications/,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-092,Batch 09,Protecting_Forests_Open_Data_Proforest_Report.pdf,Protecting Forests Open Data Proforest Report,,Proforest,ORG-045,,PDF,https://www.proforest.net/fileadmin/uploads/proforest/Documents/Protecting_Forests_Open_Data_Proforest_Report.pdf,,Proforest. (n.d.). Protecting Forests Open Data Proforest Report. https://www.proforest.net/fileadmin/uploads/proforest/Documents/Protecting_Forests_Open_Data_Proforest_Report.pdf,"(Proforest, n.d.)",Verified,,,,,,,,,,,https://www.proforest.net/fileadmin/uploads/proforest/Documents/Protecting_Forests_Open_Data_Proforest_Report.pdf,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-093,Batch 05,bn03_rsp_web.pdf,Implementing responsible sourcing – using landscape or jurisdictional initiatives,,Proforest,ORG-045,,PDF,https://www.proforest.net/fileadmin/uploads/proforest/Documents/Publications/bn03_rsp_web.pdf,,Proforest. (n.d.). Implementing responsible sourcing – using landscape or jurisdictional initiatives. https://www.proforest.net/fileadmin/uploads/proforest/Documents/Publications/bn03_rsp_web.pdf,"(Proforest, n.d.)",Verified,,,,,,,,,,,https://www.proforest.net/fileadmin/uploads/proforest/Documents/Publications/bn03_rsp_web.pdf,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-094,Batch 09,responsible_sourcing_practical_guide_online_version.pdf,Responsible Sourcing: A Practical Guide,,Proforest,ORG-045,,PDF,https://www.proforest.net/fileadmin/uploads/proforest/Documents/Publications/responsible_sourcing_practical_guide_online_version.pdf,,Proforest. (n.d.). Responsible Sourcing: A Practical Guide. https://www.proforest.net/fileadmin/uploads/proforest/Documents/Publications/responsible_sourcing_practical_guide_online_version.pdf,"(Proforest, n.d.)",Verified,,,,,,,,,,,https://www.proforest.net/fileadmin/uploads/proforest/Documents/Publications/responsible_sourcing_practical_guide_online_version.pdf,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-095,Batch 08,EU-deforestation-regulation-Key-principles-and-recommendations.pdf,Risk Benchmarking for the EUDR: Key principles & recommendations,2023.0,"Proforest, TRASE",ORG-045; ORG-057,,PDF,https://www.proforest.net/knowledge-and-resources/publications/risk-benchmarking-for-the-eu-deforestation-regulation-key-principles-recommendations-14757/,,Proforest & Trase. (2023). Risk Benchmarking for the EUDR: Key principles & recommendations. https://www.proforest.net/knowledge-and-resources/publications/risk-benchmarking-for-the-eu-deforestation-regulation-key-principles-recommendations-14757/,"(Proforest, 2023)",Matched to uploaded PDF (unique),Reconciliation: High fuzzy score=0.711; title_score=0.346. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-053,https://www.proforest.net/knowledge-and-resources/publications/risk-benchmarking-for-the-eu-deforestation-regulation-key-principles-recommendations-14757/,source_url,APA complete - public source URL
DOC-096,Batch 04,wcf-quantis-ghg-accounting-for-cocoa-20250715.pdf,wcf quantis ghg accounting for cocoa 20250715,2025.0,"Quantis, World Cocoa Foundation (WCF)",ORG-063; ORG-046,,PDF,https://worldcocoafoundation.org/storage/files/wcf-quantis-ghg-accounting-for-cocoa-20250715.pdf,,World Cocoa Foundation & Quantis. (2025). wcf quantis ghg accounting for cocoa 20250715. https://worldcocoafoundation.org/storage/files/wcf-quantis-ghg-accounting-for-cocoa-20250715.pdf,"(World Cocoa Foundation, 2025)",Verified,,,,,,,,,,,https://worldcocoafoundation.org/storage/files/wcf-quantis-ghg-accounting-for-cocoa-20250715.pdf,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-097,Batch 09,The Rainforest Alliance Approach to EUDR.pdf,The Rainforest Alliance Approach to EUDR,2025.0,Rainforest Alliance,ORG-048,,PDF,https://knowledge.rainforest-alliance.org/docs/the-rainforest-alliance-approach-to-eudr,,Rainforest Alliance. (2025). The Rainforest Alliance Approach to EUDR. https://knowledge.rainforest-alliance.org/docs/the-rainforest-alliance-approach-to-eudr,"(Rainforest Alliance, 2025)",Matched to uploaded PDF (unique),Reconciliation: High URL filename score=1.0; title_score=0.696. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-063,https://knowledge.rainforest-alliance.org/docs/the-rainforest-alliance-approach-to-eudr,source_url,APA complete - public source URL
DOC-098,Batch 09,v1_framework_EN.pdf,Assessment framework (Version 1.0),2021.0,Rainforest Alliance,ORG-048,,PDF,https://www.landscale.org/wp-content/uploads/2022/10/v1_framework_EN.pdf,,Rainforest Alliance. (2021). Assessment framework (Version 1.0). https://www.landscale.org/wp-content/uploads/2022/10/v1_framework_EN.pdf,"(Rainforest Alliance, 2021)",Verified,Reconciliation: High URL filename score=1.0; title_score=0.833. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-044,https://www.landscale.org/wp-content/uploads/2022/10/v1_framework_EN.pdf,source_url,APA complete - public source URL
DOC-099,Batch 09,V1.1 Assessment Framework_2025.pdf,"Landscale ASSESSMENT FRAMEWORK, ASSESSMENT GUIDELINES | VERSION 1.1",2025.0,Rainforest Alliance,ORG-048,,PDF,https://docs.landscale.org/assessment-guidelines/get-started/introduction-to-the-landscale-system/landscale-assessment-framework,,"Rainforest Alliance. (2025). Landscale ASSESSMENT FRAMEWORK, ASSESSMENT GUIDELINES | VERSION 1.1. https://docs.landscale.org/assessment-guidelines/get-started/introduction-to-the-landscale-system/landscale-assessment-framework","(Rainforest Alliance, 2025)",Verified,,,,,,,,,,,https://docs.landscale.org/assessment-guidelines/get-started/introduction-to-the-landscale-system/landscale-assessment-framework,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-100,Converted Sources,DOC-064_RSZPO_GeoRSPO_Platform_2019.pdf,GeoRSPO platform (converted to PDF from Website),2019.0,Roundtable on Sustainable Palm Oil (RSPO),ORG-049,,PDF - converted source,https://rspo.org/as-an-organisation/tools/georspo/,,Roundtable on Sustainable Palm Oil. (2019). GeoRSPO platform (converted to PDF from Website). https://rspo.org/as-an-organisation/tools/georspo/,"(Roundtable on Sustainable Palm Oil, 2019)",Verified - user supplied converted source file,One-to-one rerun: cleared previous candidate 'Global Forest Watch Pro Platform Analysis 11 05 2026.pdf' because no confident unique assignment was retained. | User supplied converted source file on 2026-05-13: DOC-064_RSZPO_GeoRSPO_Platform_2019.pdf. Attach as retained PDF-backed record for consistent protocol handling.,user_supplied_converted_source_file,User verified,https://rspo.org/as-an-organisation/tools/georspo/,,DOC-064_RSZPO_GeoRSPO_Platform_2019.pdf,RSPO. (2019). GeoRSPO platform.,Resolved by user-supplied converted PDF capture of the cited webpage/resource.,Retain in active corpus; no web/PDF matching required.,DOC-064,https://rspo.org/as-an-organisation/tools/georspo/,source_url,APA complete - public source URL
DOC-101,Batch 08,universal-mill-list-standardized-methodology-creating-global-database-palm-oil-mills.pdf,universal mill list standardized methodology creating global database palm oil mills,,Roundtable on Sustainable Palm Oil (RSPO),ORG-049,,PDF,https://rspo.org/,,Roundtable on Sustainable Palm Oil. (n.d.). universal mill list standardized methodology creating global database palm oil mills. https://rspo.org/,"(Roundtable on Sustainable Palm Oil, n.d.)",Verified,,,,,,,,,,,https://rspo.org/,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-102,Batch 08,ofi Scaling FLRI whitepaper update.pdf,Olam Food Ingredients and Satelligence present: Scaling the Forest Loss Risk Index (FLRI) approach across landscapes,2023.0,Satelligence,ORG-051,,PDF,https://satelligence.com/wp-content/uploads/2023/10/FLRIwhitepaper.pdf,,Satelligence. (2023). Olam Food Ingredients and Satelligence present: Scaling the Forest Loss Risk Index (FLRI) approach across landscapes. https://satelligence.com/wp-content/uploads/2023/10/FLRIwhitepaper.pdf,"(Satelligence, 2023)",Verified - web matched,One-to-one rerun: cleared previous candidate 'wcf-deforestation-risk-assesement-methodology.pdf' because it was assigned to DOC-080 as the more likely match. | Web-seeded correction: official Satelligence FLRI PDF/source matches uploaded renamed file.,official_pdf_found_matches_uploaded_pdf,High,https://satelligence.com/scaling-the-forest-loss-risk-index-flri-approach-across-landscapes-with-olam-food-ingredients/,https://satelligence.com/wp-content/uploads/2023/10/FLRIwhitepaper.pdf,Batch_08/ofi Scaling FLRI whitepaper update.pdf,Satelligence. (n.d.). Olam Food Ingredients and Satelligence present: Scaling the Forest Loss Risk Index (FLRI) approach across landscapes.,Official Satelligence page and PDF found; uploaded file is the FLRI whitepaper under a shortened/renamed filename.,Confirm match and move from unmatched inventory to verified B1 record.,DOC-068,https://satelligence.com/wp-content/uploads/2023/10/FLRIwhitepaper.pdf,source_url,APA complete - public source URL
DOC-103,Batch 09,White-Paper-GFLI-Feed-Ingredients-Final.pdf,White Paper GFLI Feed Ingredients Final,,Satelligence,ORG-051,,PDF,https://satelligence.com/,,Satelligence. (n.d.). White Paper GFLI Feed Ingredients Final. https://satelligence.com/,"(Satelligence, n.d.)",Verified,,,,,,,,,,,https://satelligence.com/,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-104,Batch 08,supplementary_methodological_material_2022.pdf,Monitoring through satellite images: methodological supplement,2022.0,Soy Moratorium Working Group,ORG-052,,PDF,https://moratoriadasoja.com.br/assets/files/en/supplementary_methodological_material_2022.pdf,,Soy Moratorium Working Group. (2022). Monitoring through satellite images: methodological supplement. https://moratoriadasoja.com.br/assets/files/en/supplementary_methodological_material_2022.pdf,"(Soy Moratorium Working Group, 2022)",Matched to uploaded PDF (unique),Reconciliation: High URL filename score=1.0; title_score=0.652. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-071,https://moratoriadasoja.com.br/assets/files/en/supplementary_methodological_material_2022.pdf,source_url,APA complete - public source URL
DOC-105,Batch 06,What Is Supply Chain Mapping_SEI PCS.pdf,What Is Supply Chain Mapping SEI PCS,,Stockholm Environment Institute (SEI),ORG-053,,PDF,https://www.sei.org/,,Stockholm Environment Institute. (n.d.). What Is Supply Chain Mapping SEI PCS. https://www.sei.org/,"(Stockholm Environment Institute, n.d.)",Verified,,,,,,,,,,,https://www.sei.org/,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-106,Batch 03,tnc-environmentalframeworksoy-eng.pdf,tnc environmentalframeworksoy eng,,The Nature Conservancy (TNC),ORG-056,,PDF,https://www.nature.org/,,The Nature Conservancy. (n.d.). tnc environmentalframeworksoy eng. https://www.nature.org/,"(The Nature Conservancy, n.d.)",Verified,,,,,,,,,,,https://www.nature.org/,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-107,Batch 09,Trase_supply_chain_mapping_manual.pdf,Supply chain mapping manual: SEI-PCS,2018.0,Trase,ORG-057,,PDF,https://resources.trase.earth/documents/Trase_supply_chain_mapping_manual.pdf,,Trase. (2018). Supply chain mapping manual: SEI-PCS. https://resources.trase.earth/documents/Trase_supply_chain_mapping_manual.pdf,"(Trase, 2018)",Matched to uploaded PDF (unique),"Reconciliation: High URL filename score=1.0; title_score=0.082. URL/filename match, but APA title appears inconsistent with PDF title; manual review recommended | One-to-one rerun: retained as the unique assignment for this PDF.",,,,,,,,,DOC-073,https://resources.trase.earth/documents/Trase_supply_chain_mapping_manual.pdf,source_url,APA complete - public source URL
DOC-108,Batch 08,The_Beijing-Brasilia_effect.pdf,The Beijing Brasilia effect,,TRASE,ORG-057,,PDF,https://resources.trase.earth/,,Trase. (n.d.). The Beijing Brasilia effect. https://resources.trase.earth/,"(Trase, n.d.)",Verified,,,,,,,,,,,https://resources.trase.earth/,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-109,Batch 07,TFA-Assessing-Traceability-Monitoring-and-Sustainability-Initiatives-in-Key-Soft-Commodities_Final-Report.pdf,TFA Assessing Traceability Monitoring and Sustainability Initiatives in Key Soft Commodities Final Report,,Tropical Forest Alliance (TFA),ORG-058,,PDF,https://www.tropicalforestalliance.org/,,Tropical Forest Alliance. (n.d.). TFA Assessing Traceability Monitoring and Sustainability Initiatives in Key Soft Commodities Final Report. https://www.tropicalforestalliance.org/,"(Tropical Forest Alliance, n.d.)",Verified,,,,,,,,,,,https://www.tropicalforestalliance.org/,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-110,Batch 07,ae088-bn02a-understandthesupplychain_eng_final_v1.0.pdf,Forest Data Partnership (Transparent Supply Chains),,UN Food and Agriculture Organization (FAO),ORG-059,,PDF,https://www.fao.org/transparent-supply-chains/forest-data-partnership/en,,Food and Agriculture Organization of the United Nations. (n.d.). Forest Data Partnership (Transparent Supply Chains). https://www.fao.org/transparent-supply-chains/forest-data-partnership/en,"(Food and Agriculture Organization of the United Nations, n.d.)",Verified,Reconciliation: Medium fuzzy score=0.523; title_score=0.046. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-019,https://www.fao.org/transparent-supply-chains/forest-data-partnership/en,source_url,APA complete - public source URL
DOC-111,Batch 07,FAO_Smallholder Data Governance_PbN_Study Presentation Nov25.pdf,FAO Smallholder Data Governance PbN Study Presentation Nov25,,UN Food and Agriculture Organization (FAO),ORG-059,,PDF,https://www.fao.org/forest-data-partnership/en/,,Food and Agriculture Organization of the United Nations. (n.d.). FAO Smallholder Data Governance PbN Study Presentation Nov25. https://www.fao.org/forest-data-partnership/en/,"(Food and Agriculture Organization of the United Nations, n.d.)",Verified,,,,,,,,,,,https://www.fao.org/forest-data-partnership/en/,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-112,Batch 07,cd0957en.pdf,"Towards a digital public infrastructure for deforestation-related trade regulations, What is in that plot? (Whisp) solution to implement convergence of evidence",,UN Food and Agriculture Organization (FAO),ORG-059,,PDF,https://www.fao.org/4/cd0957en/cd0957en.pdf,,"Food and Agriculture Organization of the United Nations. (n.d.). Towards a digital public infrastructure for deforestation-related trade regulations, What is in that plot? (Whisp) solution to implement convergence of evidence. https://www.fao.org/4/cd0957en/cd0957en.pdf","(Food and Agriculture Organization of the United Nations, n.d.)",Verified,,,,,,,,,,,https://www.fao.org/4/cd0957en/cd0957en.pdf,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-113,Batch 01,Physical-traceability-in-Greenhouse-Gas-accounting-2.pdf,"Physical traceability in greenhouse gas accounting: A practical publication for companies, standards and verification bodies on how traceability and chain-of-custody apply to GHG accounting — Food & Agriculture sector",2024.0,"Value Change Initiative (VCI), iSEAL",ORG-060; ORG-033,,PDF,https://valuechangeinitiative.com/resource/physical-traceability-in-greenhouse-gas-accounting/,,"Value Change Initiative & ISEAL. (2024). Physical traceability in greenhouse gas accounting: A practical publication for companies, standards and verification bodies on how traceability and chain-of-custody apply to GHG accounting — Food & Agriculture sector. https://valuechangeinitiative.com/resource/physical-traceability-in-greenhouse-gas-accounting/","(Value Change Initiative, 2024)",Matched to uploaded PDF (unique),"Reconciliation: High URL filename score=1.0; title_score=0.067. URL/filename match, but APA title appears inconsistent with PDF title; manual review recommended | One-to-one rerun: retained as the unique assignment for this PDF.",,,,,,,,,DOC-074,https://valuechangeinitiative.com/resource/physical-traceability-in-greenhouse-gas-accounting/,source_url,APA complete - public source URL
DOC-114,Batch 09,JNR-Scenario-2-Requirements-v4.1.pdf,JNR Scenario 2 Requirements v4.1,2024.0,Verra,ORG-061,,PDF,https://verra.org/wp-content/uploads/2024/08/JNR-Scenario-2-Requirements-v4.1.pdf,,Verra. (2024). JNR Scenario 2 Requirements v4.1. https://verra.org/wp-content/uploads/2024/08/JNR-Scenario-2-Requirements-v4.1.pdf,"(Verra, 2024)",Verified,,,,,,,,,,,https://verra.org/wp-content/uploads/2024/08/JNR-Scenario-2-Requirements-v4.1.pdf,source_url,APA complete - public source URL
DOC-115,Batch 09,Jurisdictional-and-Nested-REDD-Guide-v4.1-2.pdf,Jurisdictional and Nested REDD Guide v4.1 2,,Verra,ORG-061,,PDF,https://verra.org/wp-content/uploads/2024/08/Jurisdictional-and-Nested-REDD-Guide-v4.1.pdf,,Verra. (n.d.). Jurisdictional and Nested REDD Guide v4.1 2. https://verra.org/wp-content/uploads/2024/08/Jurisdictional-and-Nested-REDD-Guide-v4.1.pdf,"(Verra, n.d.)",Verified,,,,,,,,,,,https://verra.org/wp-content/uploads/2024/08/Jurisdictional-and-Nested-REDD-Guide-v4.1.pdf,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-116,Batch 06,Soft-Commodities-Forum-SCF24_AnnualReport-2024-EN.pdf,Progress Report & risk assessment methodology,2024.0,WBCSD Soft Commodity Forum (SCF),ORG-062,,PDF,https://www.cofcointernational.com/media/rupkzhxi/soft-commodities-forum-scf24_annualreport-2024-en-1.pdf,,World Business Council for Sustainable Development. (2024). Progress Report & risk assessment methodology. https://www.cofcointernational.com/media/rupkzhxi/soft-commodities-forum-scf24_annualreport-2024-en-1.pdf,"(World Business Council for Sustainable Development, 2024)",Matched to uploaded PDF (unique),Reconciliation: High URL filename score=1.0; title_score=0.333. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-069,https://www.cofcointernational.com/media/rupkzhxi/soft-commodities-forum-scf24_annualreport-2024-en-1.pdf,source_url,APA complete - public source URL
DOC-117,Batch 05,Agriculture-Sector-Roadmap_Jan-2023.pdf,Agricultural Sector Roadmap to 1.5 C,2023.0,WBCSD Soft Commodity Forum (SCF),ORG-062,,PDF,https://www.wbcsd.org/wp-content/uploads/2023/01/Agriculture-Sector-Roadmap_Jan-2023.pdf,,World Business Council for Sustainable Development. (2023). Agricultural Sector Roadmap to 1.5 C. https://www.wbcsd.org/wp-content/uploads/2023/01/Agriculture-Sector-Roadmap_Jan-2023.pdf,"(World Business Council for Sustainable Development, 2023)",Verified,,,,,,,,,,,https://www.wbcsd.org/wp-content/uploads/2023/01/Agriculture-Sector-Roadmap_Jan-2023.pdf,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-118,Batch 08,wcf-deforestation-risk-assesement-methodology.pdf,Deforestation Risk Assessment Methodology,2024.0,World Cocoa Foundation (WCF),ORG-063,,PDF,https://worldcocoafoundation.org/programmes-and-initiatives/deforestation-risk-assessment-methodology,,World Cocoa Foundation. (2024). Deforestation Risk Assessment Methodology. https://worldcocoafoundation.org/programmes-and-initiatives/deforestation-risk-assessment-methodology,"(World Cocoa Foundation, 2024)",Matched to uploaded PDF (unique),Reconciliation: High URL filename score=0.93; title_score=0.366. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-080,https://worldcocoafoundation.org/programmes-and-initiatives/deforestation-risk-assessment-methodology,source_url,APA complete - public source URL
