doc_id,batch_id,file_name,title,year,authors_or_orgs,publishing_org_id,document_type,source_url,apa_reference,text_extraction_status,page_count,extracted_char_count,pdf_path,path_basis,protocol_inclusion
DOC-100,Converted Sources,DOC-064_RSZPO_GeoRSPO_Platform_2019.pdf,GeoRSPO platform (converted to PDF from Website),2019.0,Roundtable on Sustainable Palm Oil (RSPO),ORG-049,PDF - converted source,https://rspo.org/as-an-organisation/tools/georspo/,Roundtable on Sustainable Palm Oil. (2019). GeoRSPO platform (converted to PDF from Website). https://rspo.org/as-an-organisation/tools/georspo/,extracted,5.0,3933,/mnt/data/DOC-064_RSZPO_GeoRSPO_Platform_2019.pdf,root_file,counted_in_v1.3
DOC-101,Batch 08,universal-mill-list-standardized-methodology-creating-global-database-palm-oil-mills.pdf,universal mill list standardized methodology creating global database palm oil mills,,Roundtable on Sustainable Palm Oil (RSPO),ORG-049,PDF,https://rspo.org/,Roundtable on Sustainable Palm Oil. (n.d.). universal mill list standardized methodology creating global database palm oil mills. https://rspo.org/,extracted,16.0,43202,/mnt/data/_corpus_extracted/Batch 08/universal-mill-list-standardized-methodology-creating-global-database-palm-oil-mills.pdf,batch_file_exact,counted_in_v1.3
DOC-102,Batch 08,ofi Scaling FLRI whitepaper update.pdf,Olam Food Ingredients and Satelligence present: Scaling the Forest Loss Risk Index (FLRI) approach across landscapes,2023.0,Satelligence,ORG-051,PDF,https://satelligence.com/wp-content/uploads/2023/10/FLRIwhitepaper.pdf,Satelligence. (2023). Olam Food Ingredients and Satelligence present: Scaling the Forest Loss Risk Index (FLRI) approach across landscapes. https://satelligence.com/wp-content/uploads/2023/10/FLRIwhitepaper.pdf,extracted,22.0,23818,/mnt/data/_corpus_extracted/Batch 08/ofi Scaling FLRI whitepaper update.pdf,batch_file_exact,counted_in_v1.3
DOC-103,Batch 09,White-Paper-GFLI-Feed-Ingredients-Final.pdf,White Paper GFLI Feed Ingredients Final,,Satelligence,ORG-051,PDF,https://satelligence.com/,Satelligence. (n.d.). White Paper GFLI Feed Ingredients Final. https://satelligence.com/,extracted,5.0,10076,/mnt/data/_corpus_extracted/Batch 09/White-Paper-GFLI-Feed-Ingredients-Final.pdf,batch_file_exact,counted_in_v1.3
DOC-104,Batch 08,supplementary_methodological_material_2022.pdf,Monitoring through satellite images: methodological supplement,2022.0,Soy Moratorium Working Group,ORG-052,PDF,https://moratoriadasoja.com.br/assets/files/en/supplementary_methodological_material_2022.pdf,Soy Moratorium Working Group. (2022). Monitoring through satellite images: methodological supplement. https://moratoriadasoja.com.br/assets/files/en/supplementary_methodological_material_2022.pdf,extracted,24.0,40544,/mnt/data/_corpus_extracted/Batch 08/supplementary_methodological_material_2022.pdf,batch_file_exact,counted_in_v1.3
DOC-105,Batch 06,What Is Supply Chain Mapping_SEI PCS.pdf,What Is Supply Chain Mapping SEI PCS,,Stockholm Environment Institute (SEI),ORG-053,PDF,https://www.sei.org/,Stockholm Environment Institute. (n.d.). What Is Supply Chain Mapping SEI PCS. https://www.sei.org/,extracted,44.0,10813,/mnt/data/_corpus_extracted/Batch 06/What Is Supply Chain Mapping_SEI PCS.pdf,batch_file_exact,counted_in_v1.3
DOC-106,Batch 03,tnc-environmentalframeworksoy-eng.pdf,tnc environmentalframeworksoy eng,,The Nature Conservancy (TNC),ORG-056,PDF,https://www.nature.org/,The Nature Conservancy. (n.d.). tnc environmentalframeworksoy eng. https://www.nature.org/,extracted,71.0,132318,/mnt/data/_corpus_extracted/Batch 03/tnc-environmentalframeworksoy-eng.pdf,batch_file_exact,counted_in_v1.3
DOC-107,Batch 09,Trase_supply_chain_mapping_manual.pdf,Supply chain mapping manual: SEI-PCS,2018.0,Trase,ORG-057,PDF,https://resources.trase.earth/documents/Trase_supply_chain_mapping_manual.pdf,Trase. (2018). Supply chain mapping manual: SEI-PCS. https://resources.trase.earth/documents/Trase_supply_chain_mapping_manual.pdf,extracted,15.0,42614,/mnt/data/_corpus_extracted/Batch 09/Trase_supply_chain_mapping_manual.pdf,batch_file_exact,counted_in_v1.3
DOC-108,Batch 08,The_Beijing-Brasilia_effect.pdf,The Beijing Brasilia effect,,TRASE,ORG-057,PDF,https://resources.trase.earth/,Trase. (n.d.). The Beijing Brasilia effect. https://resources.trase.earth/,extracted,23.0,56356,/mnt/data/_corpus_extracted/Batch 08/The_Beijing-Brasilia_effect.pdf,batch_file_exact,counted_in_v1.3
DOC-109,Batch 07,TFA-Assessing-Traceability-Monitoring-and-Sustainability-Initiatives-in-Key-Soft-Commodities_Final-Report.pdf,TFA Assessing Traceability Monitoring and Sustainability Initiatives in Key Soft Commodities Final Report,,Tropical Forest Alliance (TFA),ORG-058,PDF,https://www.tropicalforestalliance.org/,Tropical Forest Alliance. (n.d.). TFA Assessing Traceability Monitoring and Sustainability Initiatives in Key Soft Commodities Final Report. https://www.tropicalforestalliance.org/,extracted,92.0,235023,/mnt/data/_corpus_extracted/Batch 07/TFA-Assessing-Traceability-Monitoring-and-Sustainability-Initiatives-in-Key-Soft-Commodities_Final-Report.pdf,batch_file_exact,counted_in_v1.3
DOC-110,Batch 07,ae088-bn02a-understandthesupplychain_eng_final_v1.0.pdf,Forest Data Partnership (Transparent Supply Chains),,UN Food and Agriculture Organization (FAO),ORG-059,PDF,https://www.fao.org/transparent-supply-chains/forest-data-partnership/en,Food and Agriculture Organization of the United Nations. (n.d.). Forest Data Partnership (Transparent Supply Chains). https://www.fao.org/transparent-supply-chains/forest-data-partnership/en,extracted,20.0,57426,/mnt/data/_corpus_extracted/Batch 07/ae088-bn02a-understandthesupplychain_eng_final_v1.0.pdf,batch_file_exact,counted_in_v1.3
DOC-111,Batch 07,FAO_Smallholder Data Governance_PbN_Study Presentation Nov25.pdf,FAO Smallholder Data Governance PbN Study Presentation Nov25,,UN Food and Agriculture Organization (FAO),ORG-059,PDF,https://www.fao.org/forest-data-partnership/en/,Food and Agriculture Organization of the United Nations. (n.d.). FAO Smallholder Data Governance PbN Study Presentation Nov25. https://www.fao.org/forest-data-partnership/en/,extracted,23.0,11421,/mnt/data/_corpus_extracted/Batch 07/FAO_Smallholder Data Governance_PbN_Study Presentation Nov25.pdf,batch_file_exact,counted_in_v1.3
DOC-112,Batch 07,cd0957en.pdf,"Towards a digital public infrastructure for deforestation-related trade regulations, What is in that plot? (Whisp) solution to implement convergence of evidence",,UN Food and Agriculture Organization (FAO),ORG-059,PDF,https://www.fao.org/4/cd0957en/cd0957en.pdf,"Food and Agriculture Organization of the United Nations. (n.d.). Towards a digital public infrastructure for deforestation-related trade regulations, What is in that plot? (Whisp) solution to implement convergence of evidence. https://www.fao.org/4/cd0957en/cd0957en.pdf",extracted,20.0,31453,/mnt/data/_corpus_extracted/Batch 05/cd0957en.pdf,multi_filename_first_fallback,counted_in_v1.3
DOC-113,Batch 01,Physical-traceability-in-Greenhouse-Gas-accounting-2.pdf,"Physical traceability in greenhouse gas accounting: A practical publication for companies, standards and verification bodies on how traceability and chain-of-custody apply to GHG accounting — Food & Agriculture sector",2024.0,"Value Change Initiative (VCI), iSEAL",ORG-060; ORG-033,PDF,https://valuechangeinitiative.com/resource/physical-traceability-in-greenhouse-gas-accounting/,"Value Change Initiative & ISEAL. (2024). Physical traceability in greenhouse gas accounting: A practical publication for companies, standards and verification bodies on how traceability and chain-of-custody apply to GHG accounting — Food & Agriculture sector. https://valuechangeinitiative.com/resource/physical-traceability-in-greenhouse-gas-accounting/",extracted,84.0,245860,/mnt/data/Physical-traceability-in-Greenhouse-Gas-accounting-2.pdf,root_file,counted_in_v1.3
DOC-114,Batch 09,JNR-Scenario-2-Requirements-v4.1.pdf,JNR Scenario 2 Requirements v4.1,2024.0,Verra,ORG-061,PDF,https://verra.org/wp-content/uploads/2024/08/JNR-Scenario-2-Requirements-v4.1.pdf,Verra. (2024). JNR Scenario 2 Requirements v4.1. https://verra.org/wp-content/uploads/2024/08/JNR-Scenario-2-Requirements-v4.1.pdf,extracted,57.0,134987,/mnt/data/_corpus_extracted/Batch 09/JNR-Scenario-2-Requirements-v4.1.pdf,batch_file_exact,counted_in_v1.3
DOC-115,Batch 09,Jurisdictional-and-Nested-REDD-Guide-v4.1-2.pdf,Jurisdictional and Nested REDD Guide v4.1 2,,Verra,ORG-061,PDF,https://verra.org/wp-content/uploads/2024/08/Jurisdictional-and-Nested-REDD-Guide-v4.1.pdf,Verra. (n.d.). Jurisdictional and Nested REDD Guide v4.1 2. https://verra.org/wp-content/uploads/2024/08/Jurisdictional-and-Nested-REDD-Guide-v4.1.pdf,extracted,9.0,12909,/mnt/data/_corpus_extracted/Batch 09/Jurisdictional-and-Nested-REDD-Guide-v4.1-2.pdf,batch_file_exact,counted_in_v1.3
DOC-116,Batch 06,Soft-Commodities-Forum-SCF24_AnnualReport-2024-EN.pdf,Progress Report & risk assessment methodology,2024.0,WBCSD Soft Commodity Forum (SCF),ORG-062,PDF,https://www.cofcointernational.com/media/rupkzhxi/soft-commodities-forum-scf24_annualreport-2024-en-1.pdf,World Business Council for Sustainable Development. (2024). Progress Report & risk assessment methodology. https://www.cofcointernational.com/media/rupkzhxi/soft-commodities-forum-scf24_annualreport-2024-en-1.pdf,extracted,45.0,94191,/mnt/data/_corpus_extracted/Batch 06/Soft-Commodities-Forum-SCF24_AnnualReport-2024-EN.pdf,batch_file_exact,counted_in_v1.3
DOC-117,Batch 05,Agriculture-Sector-Roadmap_Jan-2023.pdf,Agricultural Sector Roadmap to 1.5 C,2023.0,WBCSD Soft Commodity Forum (SCF),ORG-062,PDF,https://www.wbcsd.org/wp-content/uploads/2023/01/Agriculture-Sector-Roadmap_Jan-2023.pdf,World Business Council for Sustainable Development. (2023). Agricultural Sector Roadmap to 1.5 C. https://www.wbcsd.org/wp-content/uploads/2023/01/Agriculture-Sector-Roadmap_Jan-2023.pdf,extracted,40.0,73584,/mnt/data/_corpus_extracted/Batch 09/Agriculture-Sector-Roadmap_Jan-2023.pdf,pdftotext_remaining,counted_in_v1.3
DOC-118,Batch 08,wcf-deforestation-risk-assesement-methodology.pdf,Deforestation Risk Assessment Methodology,2024.0,World Cocoa Foundation (WCF),ORG-063,PDF,https://worldcocoafoundation.org/programmes-and-initiatives/deforestation-risk-assessment-methodology,World Cocoa Foundation. (2024). Deforestation Risk Assessment Methodology. https://worldcocoafoundation.org/programmes-and-initiatives/deforestation-risk-assessment-methodology,extracted,21.0,21627,/mnt/data/_corpus_extracted/Batch 08/wcf-deforestation-risk-assesement-methodology.pdf,pdftotext_remaining,counted_in_v1.3
DOC-119,Batch 08,041525-ciat-wcf-assessment-best-practices.pdf,Establishing best practices and evaluating data and methods for forest monitoring,2025.0,"World Cocoa Foundation (WCF), Alliance of Bioversity International and CIAT",ORG-005; ORG-063,PDF,https://worldcocoafoundation.org/storage/files/041525-ciat-wcf-assessment-best-practices.pdf,Alliance of Bioversity International and CIAT & World Cocoa Foundation. (2025). Establishing best practices and evaluating data and methods for forest monitoring. https://worldcocoafoundation.org/storage/files/041525-ciat-wcf-assessment-best-practices.pdf,extracted,74.0,191245,/mnt/data/_corpus_extracted/Batch 08/041525-ciat-wcf-assessment-best-practices.pdf,pdftotext_remaining,counted_in_v1.3
DOC-120,Batch 08,dcf-criteria_beef.pdf,"""BRAZIL-CHINA | COMPLIANCE WITH BRAZILIAN LEGISLATION AND ADDITIONAL CRITERIA FOR DEFORESTATION AND CONVERSION-FREE PRACTICE""",,World Resource Institute Brasil,ORG-064,PDF,https://www.wribrasil.org.br/,"World Resources Institute Brasil. (n.d.). ""BRAZIL-CHINA | COMPLIANCE WITH BRAZILIAN LEGISLATION AND ADDITIONAL CRITERIA FOR DEFORESTATION AND CONVERSION-FREE PRACTICE"". https://www.wribrasil.org.br/",extracted,2.0,6203,/mnt/data/_corpus_extracted/Batch 09/dcf-criteria_beef.pdf,pdftotext_remaining,counted_in_v1.3
DOC-121,Batch 08,GFW Pro Overview Latest_11082024.pdf,GFW Pro Help Center,2024.0,World Resources Institute (WRI),ORG-065,PDF,https://www.globalforestwatch.org/help/gfw-pro/,World Resources Institute. (2024). GFW Pro Help Center. https://www.globalforestwatch.org/help/gfw-pro/,extracted,44.0,17114,/mnt/data/_corpus_extracted/Batch 08/GFW Pro Overview Latest_11082024.pdf,pdftotext_remaining,counted_in_v1.3
DOC-122,Batch 06,WRI Cocoa DRA ghana.pdf,WRI Cocoa DRA ghana,,World Resources Institute (WRI),ORG-065,PDF,https://www.wri.org/,World Resources Institute. (n.d.). WRI Cocoa DRA ghana. https://www.wri.org/,extracted,30.0,130009,/mnt/data/_corpus_extracted/Batch 06/WRI Cocoa DRA ghana.pdf,pdftotext_remaining,counted_in_v1.3
DOC-123,Batch 08,Global Forest Watch Pro Platform Analysis 11 05 2026.pdf,Global Forest Watch Pro Platform Analysis 11 05 2026,2026.0,World Resources Institute (WRI),ORG-065,PDF,https://www.wri.org/,World Resources Institute. (2026). Global Forest Watch Pro Platform Analysis 11 05 2026. https://www.wri.org/,extracted,44.0,66509,/mnt/data/_corpus_extracted/Batch 08/Global Forest Watch Pro Platform Analysis 11 05 2026.pdf,pdftotext_remaining,counted_in_v1.3
DOC-124,Batch 09,WWF WRI minimum-monitoring-criteria-for-deforestation--and-conversion-free.pdf,Minimum Monitoring Criteria for Deforestation and Conversion-Free (DCF) Products – for Commodities Originating in Brazil. - Sy Maize Cotton,2025.0,World Wildlife Fund  (WWF),ORG-066,PDF,https://wwfbrnew.awsassets.panda.org/downloads/minimum-monitoring-criteria-for-deforestation--and-conversion-free--dcf--products_soy_1.pdf,World Wildlife Fund. (2025). Minimum Monitoring Criteria for Deforestation and Conversion-Free (DCF) Products – for Commodities Originating in Brazil. - Sy Maize Cotton. https://wwfbrnew.awsassets.panda.org/downloads/minimum-monitoring-criteria-for-deforestation--and-conversion-free--dcf--products_soy_1.pdf,extracted,9.0,33633,/mnt/data/_corpus_extracted/Batch 09/WWF WRI minimum-monitoring-criteria-for-deforestation--and-conversion-free.pdf,pdftotext_remaining,counted_in_v1.3
DOC-125,Batch 04,88x7f9hpn9_DCF_Implementation_Toolkit_User_Guide_02.12.21.pdf,DCF Implementation Toolkit - User Guide,,World Wildlife Fund  (WWF),ORG-066,PDF,https://wwfbr.awsassets.panda.org/downloads/88x7f9hpn9_DCF_Implementation_Toolkit_User_Guide_02.12.21.pdf,World Wildlife Fund. (n.d.). DCF Implementation Toolkit - User Guide. https://wwfbr.awsassets.panda.org/downloads/88x7f9hpn9_DCF_Implementation_Toolkit_User_Guide_02.12.21.pdf,extracted,9.0,15622,/mnt/data/_corpus_extracted/Batch 09/88x7f9hpn9_DCF_Implementation_Toolkit_User_Guide_02.12.21.pdf,pdftotext_remaining,counted_in_v1.3
DOC-126,Batch 09,Presentation_DCFMinimumCriteria_EN.pdf,Introducing DCF Minimum Criteria and Operationalizing the AFI in Brazil,,World Wildlife Fund  (WWF),ORG-066,PDF,https://wwfbrnew.awsassets.panda.org/downloads/presentation_dcfminimumcriteria_en.pdf,World Wildlife Fund. (n.d.). Introducing DCF Minimum Criteria and Operationalizing the AFI in Brazil. https://wwfbrnew.awsassets.panda.org/downloads/presentation_dcfminimumcriteria_en.pdf,extracted,22.0,8996,/mnt/data/_corpus_extracted/Batch 05/Presentation_DCFMinimumCriteria_EN.pdf,pdftotext_remaining,counted_in_v1.3
